Elution Volume (mL),Concentration mg/mL,LogM
18.74439,0.01593202401879419,5.268004755341963
18.76105,0.016070980653334427,5.260935338413022
18.77772,0.016207327327871383,5.253864655843297
18.79438,0.016341823962411618,5.246801189155652
18.81104,0.01647404059695185,5.2397406942973666
18.8277,0.016603527231492082,5.23268316966965
18.84436,0.01673110386603232,5.225628613673708
18.86103,0.016855990540569275,5.2185727929549985
18.87769,0.01697682717510951,5.211524171205735
18.89435,0.017093973809649745,5.2044785132909155
18.91101,0.017210090444189977,5.197435817611753
18.92767,0.01732537707873021,5.190396082569458
18.94434,0.017437303753267165,5.18335508369841
18.961,0.017543230387807404,5.176321266908167
18.97766,0.017643757022347637,5.16929040595746
18.99432,0.01774123365688787,5.162262499247496
19.01098,0.017837570291428104,5.155237545179486
19.02764,0.01793350692596834,5.148215542154641
19.0443,0.01803035356050857,5.1411964885741686
19.06097,0.018126240235045527,5.134176172376218
19.07763,0.01821950686958576,5.127163014656098
19.09429,0.018309523504125996,5.120152801583018
19.11095,0.01839769013866623,5.113145531558193
19.12761,0.01848603677320646,5.10614120298283
19.14427,0.0185746034077467,5.099139814258139
19.16094,0.018661090082283654,5.09213716391678
19.1776,0.018743646716823888,5.085141651859276
19.19426,0.018820243351364122,5.078149074855115
19.21092,0.018890189985904356,5.071159431305503
19.22758,0.018951526620444588,5.064172719611653
19.24425,0.019006523294981547,5.057184747108765
19.26091,0.01905662992952178,5.05020389608748
19.27757,0.019102146564062013,5.043225972124627
19.29423,0.019143313198602248,5.036250973621412
19.31089,0.019180179833142484,5.029278898979041
19.32755,0.019212196467682716,5.022309746598733
19.34422,0.019237883142219674,5.015339334346854
19.36088,0.019258989776759907,5.008376023445946
19.37754,0.01927717641130014,5.001415630009772
19.3942,0.019292313045840375,4.99445815243953
19.41086,0.019305399680380607,4.987503589136439
19.42752,0.019316806314920842,4.980551938501704
19.44419,0.0193246329894578,4.973599028898304
19.46085,0.019326819623998036,4.966653200549809
19.47751,0.01932220625853827,4.959710280072342
19.49417,0.019310852893078503,4.952770265867109
19.51083,0.019292709527618735,4.945833156335324
19.52749,0.01927023616215897,4.938898949878188
19.54416,0.019243792836695927,4.931963485320746
19.56082,0.01921240947123616,4.9250350819566915
19.57748,0.019176416105776393,4.918109576869964
19.59414,0.019133222740316626,4.9111869684617675
19.6108,0.01908102937485686,4.904267255133315
19.62746,0.019021726009397097,4.897350435285817
19.64412,0.018958352643937332,4.89043650732048
19.66079,0.018891449318474286,4.883521322224226
19.67745,0.018818945953014518,4.876613174960264
19.69411,0.018742412587554755,4.869707914781137
19.71077,0.018661009222094987,4.8628055400880505
19.72743,0.01857292585663522,4.855906049282215
19.74409,0.01847960249117546,4.849009440764841
19.76076,0.018381609165712413,4.842111575910033
19.77742,0.018282445800252647,4.8352207289008735
19.79408,0.01818251243479288,4.828332759382844
19.81074,0.018081659069333116,4.8214476657571534
19.8274,0.01797816570387335,4.814565446425012
19.84407,0.017872012378410306,4.807681971390294
19.86073,0.01776441901295054,4.800805497571748
19.87739,0.017655375647490774,4.793931893249417
19.89405,0.017544732282031007,4.787061156824517
19.91071,0.01743152891657124,4.780193286698251
19.92737,0.017313595551111477,4.773328281271836
19.94404,0.017191162225648433,4.766462020872978
19.9607,0.017061878860188666,4.759602741766992
19.97736,0.0169261754947289,4.752746322563523
19.99402,0.016786092129269133,4.7458927616637805
20.01068,0.016644318763809368,4.739042057468975
20.02734,0.0165020753983496,4.732194208380314
20.044,0.016357592032889834,4.725349212799006
20.06067,0.016207518707426795,4.718502963053396
20.07733,0.016050905341967025,4.71166367140082
20.09399,0.01589238197650726,4.704827228458265
20.11065,0.015735178611047493,4.697993632626947
20.12731,0.015578705245587729,4.691162882308069
20.14398,0.015426621920124685,4.68433087837336
20.16064,0.01527882855466492,4.677505815988589
20.1773,0.015133975189205152,4.670683594318935
20.19396,0.014989041823745388,4.663864211765599
20.21062,0.01484193945828562,4.657047666729797
20.22728,0.014694165092825855,4.6502339576127385
20.24395,0.014547452767362811,4.643418995506313
20.26061,0.014401801401903044,4.636610955130198
20.27727,0.01425582703644328,4.629805745875493
20.29393,0.014110088670983513,4.623003366143408
20.31059,0.013966259305523747,4.616203814335155
20.32726,0.013821279980060703,4.609403010033211
20.34392,0.013675305614600938,4.6026091109712794
20.36058,0.013528441249141172,4.5958180350358475
20.37724,0.013380601883681406,4.589029780628125
20.3939,0.013233368518221638,4.582244346149323
20.41056,0.013085377152761873,4.575461730000646
20.42722,0.012937385787302108,4.568681930583311
20.44389,0.012791692461839064,4.561900879325886
20.46055,0.012646952096379298,4.555126710263168
20.47721,0.012501539730919532,4.5483553531344585
20.49387,0.012354502365459766,4.541586806340964
20.51053,0.012205101999999999,4.5348210682838985
20.52719,0.012054098634540234,4.528058137364467
20.54386,0.011902097309077191,4.52129395512776
20.56052,0.011749596943617425,4.5145366353697876
20.57718,0.011596469578157659,4.50778211795212
20.59384,0.011443298212697892,4.501030401275969
20.6105,0.011291730847238127,4.49428148374254
20.62716,0.01114042248177836,4.487535363753048
20.64383,0.010987815156315316,4.48078799293453
20.66049,0.010834989790855551,4.474047464913332
20.67715,0.010681298425395785,4.467309729638738
20.69381,0.010528842059936018,4.460574785511958
20.71047,0.010377881694476253,4.453842630934199
20.72713,0.010229045329016487,4.447113264306674
20.7438,0.010082939003553445,4.440382647303822
20.76046,0.009937007638093676,4.433658853451431
20.77712,0.009791877272633911,4.426937842751941
20.79378,0.009646442907174146,4.42021961360656
20.81044,0.009501334541714378,4.413504164416503
20.8271,0.009360301176254613,4.4067914935829755
20.84377,0.00922269185079157,4.400077572793265
20.86043,0.009087835485331805,4.393370455541708
20.87709,0.008954929119872038,4.386666111849351
20.89375,0.008823778754412271,4.379964540117406
20.91041,0.008691154388952505,4.3732657387470795
20.92707,0.00855571302349274,4.36656970613958
20.94374,0.008420400698029696,4.359872423960485
20.9604,0.00828610833256993,4.353181925741796
20.97706,0.008153895967110164,4.346494191488604
20.99372,0.008024760601650398,4.33980921960212
21.01038,0.007899398236190631,4.333127008483552
21.02704,0.007777090870730866,4.326447556534113
21.0437,0.0076577095052711,4.319770862155008
21.06037,0.007538524179808057,4.313092918609321
21.07703,0.00741847081434829,4.306421736227324
21.09369,0.007301929448888526,4.299753306618332
21.11035,0.007190893083428759,4.293087628183556
21.12701,0.007082023717968993,4.286424699324205
21.14368,0.00697467139250595,4.279760521558773
21.16034,0.0068693140270461835,4.273103088701905
21.177,0.006768009661586418,4.266448400623134
21.19366,0.006665816296126651,4.259796455723667
21.21032,0.006560436930666886,4.2531472524047125
21.22699,0.006453345605203842,4.246496800416185
21.24365,0.006349179239744076,4.239853077105094
21.26031,0.006249153874284309,4.233212090577186
21.27697,0.006150233508824544,4.22657383923367
21.29363,0.0060513131433647775,4.219938321475755
21.3103,0.005954690117901735,4.213301555260779
21.32696,0.005860386252441968,4.206671501516106
21.34362,0.005766385986982202,4.200044176559706
21.36028,0.005671193521522436,4.193419578792784
21.37694,0.00557858035606267,4.186797706616552
21.3936,0.005490865590602904,4.180178558432223
21.41026,0.005404689725143138,4.173562132641001
21.42692,0.005318470559683372,4.166948427644101
21.44359,0.005234678834220329,4.160333474480232
21.46025,0.005152274368760563,4.153725207906329
21.47691,0.0050715821033007966,4.147119657329414
21.49357,0.00499095490784103,4.140516821150698
21.51023,0.004910934572381264,4.13391669777139
21.5269,0.004832734946918222,4.127315326375234
21.54356,0.0047552504814584555,4.120720625424303
21.56022,0.004676010415998689,4.114128632475448
21.57688,0.004595621650538923,4.10753934592988
21.59354,0.0045150811850791575,4.1009527641888095
21.6102,0.004433868719619391,4.094368885653446
21.62687,0.004350705594156347,4.087783759249696
21.64353,0.004268951328696582,4.0812052839495445
21.66019,0.004188064063236816,4.074629507057771
21.67685,0.004109040697777049,4.068056426975577
21.69351,0.004032531632317283,4.061486042104182
21.71017,0.0039569761668575175,4.05491835084479
21.72684,0.003880466841394474,4.048349411830928
21.7435,0.0038041094759347083,4.041787104613586
21.76016,0.0037256721104749427,4.03522748621092
21.77682,0.003648837745015176,4.028670555024137
21.79348,0.00357731337955541,4.022116309454447
21.81014,0.0035096480140956437,4.015564747903059
21.82681,0.0034432826886326012,4.009011938676555
21.84347,0.0033781953231728345,4.002465741974055
21.86013,0.0033143439577130685,3.9959222244925283
21.87679,0.003248260592253302,3.9893813846331843
21.89345,0.0031835212267935366,3.982843220797227
21.91011,0.0031218158613337704,3.9763077313858752
21.92677,0.0030630574958740043,3.9697749148003303
21.94344,0.0030095881704109606,3.9632408505885794
21.9601,0.002958503804951195,3.9567133764602223
21.97676,0.002905857439491429,3.950188570360346
21.99342,0.0028511530740316627,3.9436664306901554
22.01008,0.002795928708571897,3.937146955850866
22.02674,0.0027407253431121306,3.9306301442436857
22.04341,0.0026868010176490874,3.9241120850147833
22.06007,0.002634675652189321,3.917600596671629
22.07673,0.0025809902867295555,3.9110917667632505
22.09339,0.0025283009212697894,3.904585593690857
22.11005,0.0024772375558100228,3.898082075855663
22.12672,0.0024274102303469794,3.891577310376093
22.14338,0.0023821988648872142,3.885079099810301
22.16004,0.002341820499427448,3.8785835396843757
22.1767,0.0023053011339676816,3.872090628399526
22.19336,0.002270276768507916,3.8656003643569616
22.21003,0.0022364234430448725,3.859108852623368
22.22669,0.0022016800775851064,3.852623879855582
22.24335,0.00216693771212534,3.8461415495327542
22.26001,0.0021347753466655745,3.839661860056088
22.27667,0.002103109981205808,3.833184809826798
22.29333,0.002072745615746042,3.826710397246091
22.31,0.0020449172902829984,3.8202347368866976
22.32666,0.002014812924823233,3.8137655963876074
22.34332,0.0019812625593634667,3.8072990887397746
22.35998,0.0019456101939037003,3.8008352123443983
22.37664,0.0019103478284439352,3.794373965602698
22.3933,0.0018770354629841688,3.7879153469158786
22.40996,0.0018470830975244024,3.781459354685148
22.42663,0.001820793772061359,3.7750021145297965
22.44329,0.0017961514066015937,3.768551371988985
22.45995,0.0017725930411418272,3.762103251106933
22.47661,0.0017483406756820608,3.7556577502848527
22.49327,0.0017200793102222956,3.7492148679239508
22.50994,0.001691643984759252,3.74277073750538
22.5266,0.0016658096192994857,3.7363330888397748
22.54326,0.0016437902538397197,3.7298980538380175
22.55992,0.001624414888379954,3.7234656309013148
22.57658,0.0016053645229201878,3.717035818430885
22.59324,0.0015861841574604215,3.7106086148279323
22.60991,0.001565941831997378,3.704180162975991
22.62657,0.0015442254665376126,3.697758173875171
22.64323,0.001522033101077846,3.6913387888444964
22.65989,0.0015004897356180797,3.6849220062851793
22.67655,0.0014802693701583144,3.6785078245984297
22.69321,0.0014606340046985481,3.6720962421854555
22.70988,0.0014398066792355047,3.6656834112976155
22.72654,0.0014163343137757385,3.6592770241936097
22.7432,0.001390868948315973,3.6528732315660517
22.75986,0.0013646665828562065,3.6464720318161485
22.77652,0.0013375312173964401,3.640073423345109
22.79318,0.001309832851936674,3.6336774045541445
22.80985,0.0012836955264736317,3.62728013702788
22.82651,0.001259357161013865,3.620889294352724
22.84317,0.001236968795554099,3.6145010365603114
22.85983,0.0012173764300943335,3.6081153620518527
22.87649,0.001197936064634567,3.6017322692285525
22.89315,0.001178625699174801,3.5953517564916275
22.90981,0.0011594673337150343,3.588973822242284
22.92648,0.0011395290082519918,3.5825946389101384
22.94314,0.0011212366427922255,3.5762218583849
22.9598,0.0011051132773324595,3.569851651549914
22.97646,0.0010919369118726932,3.563484016806388
22.99312,0.0010806455464129274,3.557118952555534
23.00978,0.0010691381809531612,3.5507564571985575
23.02645,0.0010550728554901178,3.544392712423481
23.04311,0.0010384064900303526,3.53803535159745
23.05977,0.001022153124570586,3.531680554867968
23.07643,0.00100706875911082,3.5253283206362465
23.09309,0.000993090393651053,3.5189786473034874
23.10976,0.0009815610681880105,3.512627724246814
23.12642,0.0009691657027282446,3.506283169450381
23.14308,0.0009553823372684782,3.4999411707555854
23.15974,0.0009403849718087123,3.493601726563637
23.1764,0.0009240656063489467,3.4872648352757456
23.19306,0.0009087002408891803,3.480930495293122
23.20973,0.0008949389154261364,3.4745949051879284
23.22639,0.0008834965499663703,3.468265664548464
23.24305,0.0008732671845066049,3.4619389704169334
23.25971,0.0008624318190468385,3.4556148211945517
23.27637,0.0008517914535870726,3.4492932152825233
23.29303,0.0008419090881273067,3.442974151082059
23.3097,0.0008329817626642633,3.436653836325823
23.32636,0.0008250713972044969,3.4303398522753583
23.34302,0.0008183980317447307,3.424028405139126
23.35968,0.0008128066662849657,3.417719493318339
23.37634,0.0008046153008251988,3.411413115214203
23.393,0.0007944519353654325,3.4051092692279314
23.40967,0.0007811886099023894,3.3988041722181284
23.42633,0.000766495244442624,3.392505387188688
23.44299,0.0007534708789828579,3.386209129479785
23.45965,0.0007417675135230912,3.379915397492624
23.47631,0.000730521148063326,3.373624189628412
23.49297,0.0007192737826035595,3.367335504288363
23.50964,0.0007085894571405163,3.361045567422465
23.5263,0.0006960850916807497,3.3547619238460893
23.54296,0.0006813917262209843,3.348480797996545
23.55962,0.0006683013607612183,3.3422021882750377
23.57628,0.0006582029953014516,3.3359260930827794
23.59295,0.0006515936698384085,3.329648745919678
23.60961,0.0006471523043786427,3.32337767649647
23.62627,0.000643707938918877,3.3171091168051814
23.64293,0.00064026257345911,3.3108430652470227
23.65959,0.0006363632079993452,3.3045795202232053
23.67625,0.0006312278425395787,3.2983184801349337
23.69291,0.0006259414770798119,3.292059943383416
23.70958,0.0006224531516167689,3.285800153997766
23.72624,0.0006182927861570035,3.2795466206235955
23.7429,0.0006110344206972373,3.2732955857888584
23.75956,0.0006024740552374704,3.267047047894756
23.77622,0.0005939146897777055,3.2608010053424987
23.79288,0.0005847913243179391,3.2545574565332958
23.80955,0.0005770329988548954,3.248312654483978
23.82621,0.000569275633395129,3.242074089858962
23.84287,0.0005615172679353641,3.2358380141796728
23.85953,0.0005552339024755973,3.229604425847318
23.87619,0.0005491015370158309,3.2233733232631034
23.89285,0.0005430121715560661,3.217144704828246
23.90952,0.0005400228460930223,3.2109148325127403
23.92618,0.0005411734806332561,3.204691179068905
23.94284,0.0005435161151734896,3.1984700049770916
23.9595,0.0005453377497137242,3.1922513086385136
23.97616,0.000546900384253958,3.1860350884543784
23.99282,0.0005454710187941915,3.179821342825895
24.00949,0.0005418536933311487,3.173606342641676
24.02615,0.0005361323278713827,3.1673975428110515
24.04281,0.0005296759624116168,3.16119121273875
24.05947,0.0005215055969518502,3.154987350825979
24.07613,0.0005135532314920841,3.1487859554739503
24.09279,0.0005055998660323186,3.1425870250838686
24.10946,0.0004985145405692754,3.1363868394284125
24.12612,0.0004915371751095087,3.13019283564303
24.14278,0.00048512280964974324,3.12400129202227
24.15944,0.00047938044418997707,3.117812206967334
24.1761,0.00047428907873021085,3.111625578879442
24.19277,0.00047095275326716757,3.1054376949083977
24.20943,0.00046971938780740203,3.0992559774305786
24.22609,0.00046649102234763533,3.0930767121224694
24.24275,0.00046235265688786883,3.0868998973852775
24.25941,0.0004575212914281028,3.080725531620213
24.27607,0.0004526889259683373,3.0745536132284865
24.29273,0.0004469905605085714,3.0683841406113066
24.3094,0.000442939235045528,3.0622134112058035
24.32606,0.0004388438695857623,3.0560488268069985
24.34272,0.0004343375041259961,3.049886683385406
24.35938,0.00042705613866622985,3.0437269793422406
24.37604,0.000417109773206463,3.0375697130787134
24.3927,0.00040501640774669775,3.0314148829960255
24.40937,0.0003946800822836544,3.0252587953117143
24.42603,0.000386141716823888,3.01910883425424
24.44269,0.000376368351364122,3.0129613045802794
24.45935,0.00036522898590435685,3.006816204691043
24.47601,0.0003539386204445905,3.000673532987739
24.49268,0.0003396562949815468,2.9945296029786492
24.50934,0.00032342392952178136,2.988391784305934
24.526,0.00030719156406201504,2.9822563890218254
24.54266,0.0002937111986022487,2.976123415527525
24.55932,0.0002870158331424819,2.96999286222425
24.57598,0.0002856514676827168,2.9638647275132066
24.59265,0.0002850251422196739,2.957735333619716
24.60931,0.00028522177675990683,2.951612032746096
24.62597,0.0002852664113001408,2.9454911456673805
24.64263,0.00028544104584037576,2.9393726707847736
24.65929,0.0002857466803806094,2.933256606499488
24.67595,0.0002873083149208429,2.9271429512127325
24.69262,0.00029075698945780007,2.921028035832318
24.70928,0.00029420462399803397,2.914919195189828
24.72594,0.0002968722585382673,2.908812758748534
24.7426,0.0002949228930785013,2.9027087249096515
24.75926,0.000289180527618736,2.8966070920743836
24.77592,0.00028183516215896966,2.890507858643945
24.79259,0.0002738818366959262,2.8844073641740886
24.80925,0.00026800947123615994,2.878312926194755
24.82591,0.0002633731057763945,2.8722208828229148
24.84257,0.00026051374031662786,2.8661312324597845
24.85923,0.00025941037485686155,2.8600439735065675
24.87589,0.00025837100939709624,2.85395910436448
24.89256,0.0002573326839340525,2.8478729732026493
24.90922,0.0002556003184742868,2.841792880318501
24.92588,0.00025224195301452,2.83571517244815
24.94254,0.0002466515875547545,2.8296398479927984
24.9592,0.00023969522209498894,2.8235669053536667
24.97586,0.00023048585663522185,2.8174963429319555
24.99253,0.0002180895311721786,2.8114245174756287
25.00919,0.00020549816571241355,2.8053587121187027
25.02585,0.00019050180025264717,2.7992952821818653
25.04251,0.00017359743479288068,2.7932342260663288
25.05917,0.00015669206933311558,2.787175542173305
25.07583,0.00013820570387334911,2.7811192289040054
25.0925,0.00012080337841030575,2.775061651550663
